"Box No.","Amount","Verdict","Round","Player","Date","Season"
"15","£75,000","",3,"Shaun","24/01/08",3
"1","50p","",3,"Shaun","24/01/08",3
"19","£100","",3,"Shaun","24/01/08",3
"Bankers Offer","£17,500","No Deal",3,"Shaun","24/01/08",3
"18","£250,000","",4,"Shaun","24/01/08",3
"9","£50","",4,"Shaun","24/01/08",3
"17","£1,000","",4,"Shaun","24/01/08",3
"Bankers Offer","£5,000","No Deal",4,"Shaun","24/01/08",3
"6","£15,000","",5,"Shaun","24/01/08",3
"11","£50,000","",5,"Shaun","24/01/08",3
"8","£10","",5,"Shaun","24/01/08",3
"Bankers Offer","£999.99","No Deal",5,"Shaun","24/01/08",3
"12","£1","",6,"Shaun","24/01/08",3
"20","10p","",6,"Shaun","24/01/08",3
"10","£5","",6,"Shaun","24/01/08",3
"Bankers Offer","£7,000","No Deal",6,"Shaun","24/01/08",3
"Contestants Box
      2","1p",NA,7,"Shaun","24/01/08",3
"Remaining box - 21","£35,000",NA,7,"Shaun","24/01/08",3
"Shaun  takes home","1p",NA,7,"Shaun","24/01/08",3
"19","£250","",1,"Mel","25/01/08",3
"8","£5","",1,"Mel","25/01/08",3
"6","£10","",1,"Mel","25/01/08",3
"14","£75,000","",1,"Mel","25/01/08",3
"1","£500","",1,"Mel","25/01/08",3
"Bankers offer","£10,000","No Deal",1,"Mel","25/01/08",3
"5","£3,000","",2,"Mel","25/01/08",3
"4","£750","",2,"Mel","25/01/08",3
"17","£50","",2,"Mel","25/01/08",3
"Bankers Offer","£16,500","No Deal",2,"Mel","25/01/08",3
"2","£100,000","",3,"Mel","25/01/08",3
"18","£1,000","",3,"Mel","25/01/08",3
"20","£10,000","",3,"Mel","25/01/08",3
"Bankers Offer","£20,000","Deal",3,"Mel","25/01/08",3
"9","£1",NA,4,"Mel","25/01/08",3
"15","£15,000",NA,4,"Mel","25/01/08",3
"7","£35,000",NA,4,"Mel","25/01/08",3
"Bankers Offer","£32,000",NA,4,"Mel","25/01/08",3
"22","£50,000",NA,5,"Mel","25/01/08",3
"12","£5,000",NA,5,"Mel","25/01/08",3
"13","50p",NA,5,"Mel","25/01/08",3
"Bankers Offer","£45,000",NA,5,"Mel","25/01/08",3
"3","£250,000",NA,6,"Mel","25/01/08",3
"9","£100",NA,6,"Mel","25/01/08",3
"16","1p",NA,6,"Mel","25/01/08",3
"Bankers Offer","£20,000",NA,6,"Mel","25/01/08",3
"Contestants Box
      10","10p",NA,7,"Mel","25/01/08",3
"Remaining box - 11","£20,000",NA,7,"Mel","25/01/08",3
"Mel  takes home","£20,000",NA,7,"Mel","25/01/08",3
"14","£3,000","",1,"Angie","26/01/08",3
"18","1p","",1,"Angie","26/01/08",3
"21","£250","",1,"Angie","26/01/08",3
"13","£35,000","",1,"Angie","26/01/08",3
"6","£5","",1,"Angie","26/01/08",3
"Bankers offer","£7,900","No Deal",1,"Angie","26/01/08",3
"22","£100","",2,"Angie","26/01/08",3
"8","£10","",2,"Angie","26/01/08",3
"16","£5,000","",2,"Angie","26/01/08",3
"Bankers Offer","£12,900","No Deal",2,"Angie","26/01/08",3
"1","£1,000","",3,"Angie","26/01/08",3
"3","£750","",3,"Angie","26/01/08",3
"19","£1","",3,"Angie","26/01/08",3
"Bankers Offer","£20,000","Deal",3,"Angie","26/01/08",3
"2","£500","",4,"Angie","26/01/08",3
"12","£50","",4,"Angie","26/01/08",3
"5","£250,000","",4,"Angie","26/01/08",3
"Bankers Offer","£20,000","No Deal",4,"Angie","26/01/08",3
"15","£100,000","",5,"Angie","26/01/08",3
"4","£50,000","",5,"Angie","26/01/08",3
"11","£10,000","",5,"Angie","26/01/08",3
"Bankers Offer","£15,000","Deal",5,"Angie","26/01/08",3
"20","10p",NA,6,"Angie","26/01/08",3
"9","£75,000",NA,6,"Angie","26/01/08",3
"17","£15,000",NA,6,"Angie","26/01/08",3
"Bankers Offer","£5,000",NA,6,"Angie","26/01/08",3
"Contestants Box
      7","£20,000",NA,7,"Angie","26/01/08",3
"Remaining box - 10","50p",NA,7,"Angie","26/01/08",3
"Angie  takes home","£15,000",NA,7,"Angie","26/01/08",3
"4","£250","",1,"Geoff","28/01/08",3
"3","£5,000","",1,"Geoff","28/01/08",3
"22","£50","",1,"Geoff","28/01/08",3
"5","50p","",1,"Geoff","28/01/08",3
"20","£3,000","",1,"Geoff","28/01/08",3
"Bankers offer","£9,000","No Deal",1,"Geoff","28/01/08",3
"12","£100","",2,"Geoff","28/01/08",3
"14","1p","",2,"Geoff","28/01/08",3
"16","£1,000","",2,"Geoff","28/01/08",3
"Bankers Offer","£18,000","No Deal",2,"Geoff","28/01/08",3
"17","£1","",3,"Geoff","28/01/08",3
"2","£35,000","",3,"Geoff","28/01/08",3
"7","£75,000","",3,"Geoff","28/01/08",3
"Bankers Offer","£15,000","No Deal",3,"Geoff","28/01/08",3
"15","£750","",4,"Geoff","28/01/08",3
"10","£250,000","",4,"Geoff","28/01/08",3
"21","10p","",4,"Geoff","28/01/08",3
"Bankers Offer","£15,000","No Deal",4,"Geoff","28/01/08",3
"13","£5","",5,"Geoff","28/01/08",3
"6","£500","",5,"Geoff","28/01/08",3
"18","£50,000","",5,"Geoff","28/01/08",3
"Bankers Offer","£20,000","Deal",5,"Geoff","28/01/08",3
"11","£20,000",NA,6,"Geoff","28/01/08",3
"8","£10",NA,6,"Geoff","28/01/08",3
"9","£15,000",NA,6,"Geoff","28/01/08",3
"Bankers Offer","£44,000",NA,6,"Geoff","28/01/08",3
"Contestants Box
      1","£10,000",NA,7,"Geoff","28/01/08",3
"Remaining box - 19","£100,000",NA,7,"Geoff","28/01/08",3
"Geoff  takes home","£20,000",NA,7,"Geoff","28/01/08",3
"19","£250,000","",1,"Laura","29/01/08",3
"11","£50,000","",1,"Laura","29/01/08",3
"13","£20,000","",1,"Laura","29/01/08",3
"9","£5","",1,"Laura","29/01/08",3
"12","£250","",1,"Laura","29/01/08",3
"Bankers offer","£4,003","No Deal",1,"Laura","29/01/08",3
"21","£1","",2,"Laura","29/01/08",3
"16","£15,000","",2,"Laura","29/01/08",3
"14","10p","",2,"Laura","29/01/08",3
"Bankers Offer","£8,000","No Deal",2,"Laura","29/01/08",3
"7","£500","",3,"Laura","29/01/08",3
"4","50p","",3,"Laura","29/01/08",3
"18","£75,000","",3,"Laura","29/01/08",3
"Bankers Offer","£3,000","No Deal",3,"Laura","29/01/08",3
"2","£100","",4,"Laura","29/01/08",3
"10","£35,000","",4,"Laura","29/01/08",3
"3","1p","",4,"Laura","29/01/08",3
"Bankers Offer","£5,000","No Deal",4,"Laura","29/01/08",3
"22","£1,000","",5,"Laura","29/01/08",3
"5","£750","",5,"Laura","29/01/08",3
"6","£10","",5,"Laura","29/01/08",3
"Bankers Offer","£15,000","Deal",5,"Laura","29/01/08",3
"8","£10,000",NA,6,"Laura","29/01/08",3
"1","£50",NA,6,"Laura","29/01/08",3
"15","£100,000",NA,6,"Laura","29/01/08",3
"Bankers Offer","£3,700",NA,6,"Laura","29/01/08",3
"Contestants Box
      17","£5,000",NA,7,"Laura","29/01/08",3
"Remaining box - 20","£3,000",NA,7,"Laura","29/01/08",3
"Laura  takes home","£15,000",NA,7,"Laura","29/01/08",3
"3","£250,000","",1,"John","30/01/08",3
"6","10p","",1,"John","30/01/08",3
"7","£15,000","",1,"John","30/01/08",3
"17","50p","",1,"John","30/01/08",3
"4","£250","",1,"John","30/01/08",3
"Bankers offer","£6,500","No Deal",1,"John","30/01/08",3
"1","£500","",2,"John","30/01/08",3
"2","£50","",2,"John","30/01/08",3
"5","£1","",2,"John","30/01/08",3
"Bankers Offer","£10,000","No Deal",2,"John","30/01/08",3
"11","£50,000","",3,"John","30/01/08",3
"10","£1,000","",3,"John","30/01/08",3
"18","£5,000","",3,"John","30/01/08",3
"Bankers Offer","£10,000","No Deal",3,"John","30/01/08",3
"12","£10,000","",4,"John","30/01/08",3
"8","£100,000","",4,"John","30/01/08",3
"15","£10","",4,"John","30/01/08",3
"Bankers Offer","£8,000","Deal",4,"John","30/01/08",3
"16","£75,000",NA,5,"John","30/01/08",3
"19","1p",NA,5,"John","30/01/08",3
"21","£5",NA,5,"John","30/01/08",3
"Bankers Offer","£5,500",NA,5,"John","30/01/08",3
"13","£3,000",NA,6,"John","30/01/08",3
"14","£20,000",NA,6,"John","30/01/08",3
"20","£100",NA,6,"John","30/01/08",3
"Bankers Offer","£12,500",NA,6,"John","30/01/08",3
"Contestants Box
      22","£750",NA,7,"John","30/01/08",3
"Remaining box - 9","£35,000",NA,7,"John","30/01/08",3
"John  takes home","£8,000",NA,7,"John","30/01/08",3
"3","50p","",1,"Simon","31/01/08",3
"5","£50,000","",1,"Simon","31/01/08",3
"7","£10,000","",1,"Simon","31/01/08",3
"15","£35,000","",1,"Simon","31/01/08",3
"16","£15,000","",1,"Simon","31/01/08",3
"Bankers offer","£6,500","No Deal",1,"Simon","31/01/08",3
"17","£500","",2,"Simon","31/01/08",3
"11","£20,000","",2,"Simon","31/01/08",3
"18","£100","",2,"Simon","31/01/08",3
"Bankers Offer","£10,000","No Deal",2,"Simon","31/01/08",3
"20","£5,000","",3,"Simon","31/01/08",3
"21","£75,000","",3,"Simon","31/01/08",3
"2","£250,000","",3,"Simon","31/01/08",3
"Bankers Offer","£998","No Deal",3,"Simon","31/01/08",3
"10","£10","",4,"Simon","31/01/08",3
"13","£3,000","",4,"Simon","31/01/08",3
"19","£50","",4,"Simon","31/01/08",3
"Bankers Offer","£3,500","No Deal",4,"Simon","31/01/08",3
"4","£750","",5,"Simon","31/01/08",3
"14","£5","",5,"Simon","31/01/08",3
"12","£100,000","",5,"Simon","31/01/08",3
"Bankers Offer","£95","No Deal",5,"Simon","31/01/08",3
"6","£250","",6,"Simon","31/01/08",3
"22","£1,000","",6,"Simon","31/01/08",3
"1","10p","",6,"Simon","31/01/08",3
"Bankers Offer","8p","No Deal",6,"Simon","31/01/08",3
"Contestants Box
      9","1p",NA,7,"Simon","31/01/08",3
"Remaining box - 9","£1",NA,7,"Simon","31/01/08",3
"Simon  takes home","1p",NA,7,"Simon","31/01/08",3
"8","£50,000","",1,"Dot","01/02/08",3
"12","£5","",1,"Dot","01/02/08",3
"3","£5,000","",1,"Dot","01/02/08",3
"16","£15,000","",1,"Dot","01/02/08",3
"11","£100,000","",1,"Dot","01/02/08",3
"Bankers offer","£4,000","No Deal",1,"Dot","01/02/08",3
"19","£500","",2,"Dot","01/02/08",3
"6","£50","",2,"Dot","01/02/08",3
"18","£35,000","",2,"Dot","01/02/08",3
"Bankers Offer","£8,000","No Deal",2,"Dot","01/02/08",3
"5","£10,000","",3,"Dot","01/02/08",3
"15","50p","",3,"Dot","01/02/08",3
"10","10p","",3,"Dot","01/02/08",3
"Bankers Offer","£12,000","No Deal",3,"Dot","01/02/08",3
"4","£10","",4,"Dot","01/02/08",3
"14","£100","",4,"Dot","01/02/08",3
"1","£750","",4,"Dot","01/02/08",3
"Bankers Offer","£24,000","No Deal",4,"Dot","01/02/08",3
"17","1p","",5,"Dot","01/02/08",3
"21","£3,000","",5,"Dot","01/02/08",3
"2","£1,000","",5,"Dot","01/02/08",3
"Bankers Offer","£42,000","Deal",5,"Dot","01/02/08",3
"20","£250",NA,6,"Dot","01/02/08",3
"22","£20,000",NA,6,"Dot","01/02/08",3
"9","£75,000",NA,6,"Dot","01/02/08",3
"Bankers Offer","£84,000",NA,6,"Dot","01/02/08",3
"Contestants Box
      13","£1",NA,7,"Dot","01/02/08",3
"Remaining box - 7","£250,000",NA,7,"Dot","01/02/08",3
"Dot  takes home","£42,000",NA,7,"Dot","01/02/08",3
"18","50p","",1,"Semi","02/02/08",3
"6","£35,000","",1,"Semi","02/02/08",3
"13","£100,000","",1,"Semi","02/02/08",3
"12","£15,000","",1,"Semi","02/02/08",3
"9","£1","",1,"Semi","02/02/08",3
"Bankers offer","£5,500","No Deal",1,"Semi","02/02/08",3
"19","£750","",2,"Semi","02/02/08",3
"2","£3,000","",2,"Semi","02/02/08",3
"10","1p","",2,"Semi","02/02/08",3
"Bankers Offer","£10,000","No Deal",2,"Semi","02/02/08",3
"4","£50,000","",3,"Semi","02/02/08",3
"20","£50","",3,"Semi","02/02/08",3
"11","£1,000","",3,"Semi","02/02/08",3
"Bankers Offer","£10,000","No Deal",3,"Semi","02/02/08",3
"1","£5","",4,"Semi","02/02/08",3
"17","£100","",4,"Semi","02/02/08",3
"8","10p","",4,"Semi","02/02/08",3
"Bankers Offer","£20,000","No Deal",4,"Semi","02/02/08",3
"14","£250","",5,"Semi","02/02/08",3
"3","£250,000","",5,"Semi","02/02/08",3
"5","£5,000","",5,"Semi","02/02/08",3
"Bankers Offer","£14,000","Deal",5,"Semi","02/02/08",3
"15","£75,000","The Banker doesn't make a monetery offer, instead he gives Semi the chance to return to live play and even guarantees a swap. Semi accepts this offer, so is now playing for either £10,000 or £20,000. He also accepts the chance to swap his box.",6,"Semi","02/02/08",3
"7","£500","The Banker doesn't make a monetery offer, instead he gives Semi the chance to return to live play and even guarantees a swap. Semi accepts this offer, so is now playing for either £10,000 or £20,000. He also accepts the chance to swap his box.",6,"Semi","02/02/08",3
"21","£10","The Banker doesn't make a monetery offer, instead he gives Semi the chance to return to live play and even guarantees a swap. Semi accepts this offer, so is now playing for either £10,000 or £20,000. He also accepts the chance to swap his box.",6,"Semi","02/02/08",3
"Bankers Offer","Reverse prevoius deal","Deal",6,"Semi","02/02/08",3
"Contestants Box 16
      Swapped for box
        22","£20,000",NA,7,"Semi","02/02/08",3
"Remaining box - 16","£10,000",NA,7,"Semi","02/02/08",3
"Semi  takes home","£20,000",NA,7,"Semi","02/02/08",3
"17","£50","",1,"Woodsy","04/02/08",3
"20","£50,000","",1,"Woodsy","04/02/08",3
"10","£100","",1,"Woodsy","04/02/08",3
"21","£1,000","",1,"Woodsy","04/02/08",3
"19","£250","",1,"Woodsy","04/02/08",3
"Bankers offer","£9,100","No Deal",1,"Woodsy","04/02/08",3
"6","£500","",2,"Woodsy","04/02/08",3
"1","£3,000","",2,"Woodsy","04/02/08",3
"14","£10","",2,"Woodsy","04/02/08",3
"Bankers Offer","£15,000","No Deal",2,"Woodsy","04/02/08",3
"18","£1","",3,"Woodsy","04/02/08",3
"13","£20,000","",3,"Woodsy","04/02/08",3
"16","£75,000","",3,"Woodsy","04/02/08",3
"Bankers Offer","£10,000","No Deal",3,"Woodsy","04/02/08",3
"9","£35,000","",4,"Woodsy","04/02/08",3
"2","£10,000","",4,"Woodsy","04/02/08",3
"3","10p","",4,"Woodsy","04/02/08",3
"Bankers Offer","£16,000","No Deal",4,"Woodsy","04/02/08",3
"4","£250,000","",5,"Woodsy","04/02/08",3
"11","£5","",5,"Woodsy","04/02/08",3
"22","£5,000","",5,"Woodsy","04/02/08",3
"Bankers Offer","£7,000","No Deal",5,"Woodsy","04/02/08",3
"5","£750","",6,"Woodsy","04/02/08",3
"7","1p","",6,"Woodsy","04/02/08",3
"12","£15,000","",6,"Woodsy","04/02/08",3
"Bankers Offer","£18,000","Deal",6,"Woodsy","04/02/08",3
"Contestants Box
      8","£100,000",NA,7,"Woodsy","04/02/08",3
"Remaining box - 16","50p",NA,7,"Woodsy","04/02/08",3
"Woodsy  takes home","£18,000",NA,7,"Woodsy","04/02/08",3
"8","£1,000","",1,"Adie","05/02/08",3
"20","10p","",1,"Adie","05/02/08",3
"1","£50,000","",1,"Adie","05/02/08",3
"21","£5","",1,"Adie","05/02/08",3
"12","£50","",1,"Adie","05/02/08",3
"Bankers offer","£10,000","No Deal",1,"Adie","05/02/08",3
"10","£20,000","",2,"Adie","05/02/08",3
"22","£75,000","",2,"Adie","05/02/08",3
"6","£10,000","",2,"Adie","05/02/08",3
"Bankers Offer","£7,500","No Deal",2,"Adie","05/02/08",3
"13","£1","",3,"Adie","05/02/08",3
"19","£100,000","",3,"Adie","05/02/08",3
"7","50p","",3,"Adie","05/02/08",3
"Bankers Offer","£12,500","No Deal",3,"Adie","05/02/08",3
"16","1p","",4,"Adie","05/02/08",3
"9","£500","",4,"Adie","05/02/08",3
"14","£3,000","",4,"Adie","05/02/08",3
"Bankers Offer","£21,500","No Deal",4,"Adie","05/02/08",3
"3","£250,000","",5,"Adie","05/02/08",3
"2","£35,000","",5,"Adie","05/02/08",3
"15","£250","",5,"Adie","05/02/08",3
"Bankers Offer","£3,000","Deal",5,"Adie","05/02/08",3
"11","£15,000",NA,6,"Adie","05/02/08",3
"17","£10",NA,6,"Adie","05/02/08",3
"18","£100",NA,6,"Adie","05/02/08",3
"Bankers Offer","£2,750",NA,6,"Adie","05/02/08",3
"Contestants Box
      5","£750",NA,7,"Adie","05/02/08",3
"Remaining box - 4","£5,000",NA,7,"Adie","05/02/08",3
"Adie takes home","£3,000",NA,7,"Adie","05/02/08",3
"15","£1,000","",1,"Audrey","06/02/08",3
"3","£250","",1,"Audrey","06/02/08",3
"13","£50","",1,"Audrey","06/02/08",3
"2","£20,000","",1,"Audrey","06/02/08",3
"6","£750","",1,"Audrey","06/02/08",3
"Bankers offer","£10,000","No Deal",1,"Audrey","06/02/08",3
"5","£15,000","",2,"Audrey","06/02/08",3
"9","£5,000","",2,"Audrey","06/02/08",3
"7","£500","",2,"Audrey","06/02/08",3
"Bankers Offer","£17,000","No Deal",2,"Audrey","06/02/08",3
"4","£3,000","",3,"Audrey","06/02/08",3
"21","50p","",3,"Audrey","06/02/08",3
"19","£10","",3,"Audrey","06/02/08",3
"Bankers Offer","£24,500","No Deal",3,"Audrey","06/02/08",3
"22","£5","",4,"Audrey","06/02/08",3
"14","£100,000","",4,"Audrey","06/02/08",3
"16","£1","",4,"Audrey","06/02/08",3
"Bankers Offer","£24,500","No Deal",4,"Audrey","06/02/08",3
"20","£10,000","",5,"Audrey","06/02/08",3
"18","£50,000","",5,"Audrey","06/02/08",3
"12","£250,000","",5,"Audrey","06/02/08",3
"Bankers Offer","£15,000","Deal",5,"Audrey","06/02/08",3
"11","1p",NA,6,"Audrey","06/02/08",3
"10","10p",NA,6,"Audrey","06/02/08",3
"8","£35,000",NA,6,"Audrey","06/02/08",3
"Bankers Offer","£26,000",NA,6,"Audrey","06/02/08",3
"Contestants Box
      1","£75,000",NA,7,"Audrey","06/02/08",3
"Remaining box - 17","£100",NA,7,"Audrey","06/02/08",3
"Audrey takes home","£15,000",NA,7,"Audrey","06/02/08",3
"6","50p","",1,"Ben","07/02/08",3
"12","£20,000","",1,"Ben","07/02/08",3
"13","£750","",1,"Ben","07/02/08",3
"2","£15,000","",1,"Ben","07/02/08",3
"19","£100,000","",1,"Ben","07/02/08",3
"Bankers offer","£12,500","No Deal",1,"Ben","07/02/08",3
"8","£5,000","",2,"Ben","07/02/08",3
"3","£10,000","",2,"Ben","07/02/08",3
"16","£3,000","",2,"Ben","07/02/08",3
"Bankers Offer","£17,500","No Deal",2,"Ben","07/02/08",3
"10","£5","",3,"Ben","07/02/08",3
"1","£500","",3,"Ben","07/02/08",3
"11","£75,000","",3,"Ben","07/02/08",3
"Bankers Offer","£19,000","No Deal",3,"Ben","07/02/08",3
"18","£35,000","",4,"Ben","07/02/08",3
"21","£10","",4,"Ben","07/02/08",3
"14","£250,000","",4,"Ben","07/02/08",3
"Bankers Offer","£500","No Deal",4,"Ben","07/02/08",3
"17","£1","",5,"Ben","07/02/08",3
"9","£100","",5,"Ben","07/02/08",3
"7","£50","",5,"Ben","07/02/08",3
"Bankers Offer","£10,000","Deal",5,"Ben","07/02/08",3
"15","10p",NA,6,"Ben","07/02/08",3
"20","1p",NA,6,"Ben","07/02/08",3
"5","£1,000",NA,6,"Ben","07/02/08",3
"Bankers Offer","£20,000",NA,6,"Ben","07/02/08",3
"Contestants Box
      4","£50,000",NA,7,"Ben","07/02/08",3
"Remaining box - 22","£250",NA,7,"Ben","07/02/08",3
"Ben takes home","£10,000",NA,7,"Ben","07/02/08",3
"14","£35,000","",1,"Nic","08/02/08",3
"5","£500","",1,"Nic","08/02/08",3
"16","£5","",1,"Nic","08/02/08",3
"22","£750","",1,"Nic","08/02/08",3
"18","£3,000","",1,"Nic","08/02/08",3
"Bankers offer","£9,019","No Deal",1,"Nic","08/02/08",3
"6","50p","",2,"Nic","08/02/08",3
"9","£50","",2,"Nic","08/02/08",3
"17","£100,000","",2,"Nic","08/02/08",3
"Bankers Offer","£13,019","No Deal",2,"Nic","08/02/08",3
"4","£75,000","",3,"Nic","08/02/08",3
"7","£20,000","",3,"Nic","08/02/08",3
"2","£5,000","",3,"Nic","08/02/08",3
"Bankers Offer","£5,019","No Deal",3,"Nic","08/02/08",3
"1","£250,000","",4,"Nic","08/02/08",3
"3","1p","",4,"Nic","08/02/08",3
"10","£100","",4,"Nic","08/02/08",3
"Bankers Offer","£5,019","No Deal",4,"Nic","08/02/08",3
"15","£250","",5,"Nic","08/02/08",3
"13","£1,000","",5,"Nic","08/02/08",3
"12","£10,000","",5,"Nic","08/02/08",3
"Bankers Offer","£10,038","Deal",5,"Nic","08/02/08",3
"20","£1",NA,6,"Nic","08/02/08",3
"21","£10",NA,6,"Nic","08/02/08",3
"8","£50,000",NA,6,"Nic","08/02/08",3
"Bankers Offer","£3,019",NA,6,"Nic","08/02/08",3
"Contestants Box
      11","£15,000",NA,7,"Nic","08/02/08",3
"Remaining box - 19","10p",NA,7,"Nic","08/02/08",3
"Nic takes home","£10,038",NA,7,"Nic","08/02/08",3
"20","£1","",1,"Ferno","09/02/08",3
"16","£20,000","",1,"Ferno","09/02/08",3
"9","£10","",1,"Ferno","09/02/08",3
"5","£10,000","",1,"Ferno","09/02/08",3
"21","£100,000","",1,"Ferno","09/02/08",3
"Bankers offer","£4,999","No Deal",1,"Ferno","09/02/08",3
"7","£100","",2,"Ferno","09/02/08",3
"1","£5","",2,"Ferno","09/02/08",3
"13","50p","",2,"Ferno","09/02/08",3
"Bankers Offer","£11,999","No Deal",2,"Ferno","09/02/08",3
"14","1p","",3,"Ferno","09/02/08",3
"18","£15,000","",3,"Ferno","09/02/08",3
"8","£3,000","",3,"Ferno","09/02/08",3
"Bankers Offer","£14,999","No Deal",3,"Ferno","09/02/08",3
"2","£750","",4,"Ferno","09/02/08",3
"12","£5,000","",4,"Ferno","09/02/08",3
"6","£75,000","",4,"Ferno","09/02/08",3
"Bankers Offer","£19,999","Deal",4,"Ferno","09/02/08",3
"3","10p",NA,5,"Ferno","09/02/08",3
"11","£50,000",NA,5,"Ferno","09/02/08",3
"15","£250",NA,5,"Ferno","09/02/08",3
"Bankers Offer","£42,999",NA,5,"Ferno","09/02/08",3
"22","£500",NA,6,"Ferno","09/02/08",3
"10","£35,000",NA,6,"Ferno","09/02/08",3
"4","£250,000",NA,6,"Ferno","09/02/08",3
"Bankers Offer","£119.99",NA,6,"Ferno","09/02/08",3
"Contestants Box
      19","£1,000",NA,7,"Ferno","09/02/08",3
"Remaining box - 17","£50",NA,7,"Ferno","09/02/08",3
"Ferno takes home","£19,999",NA,7,"Ferno","09/02/08",3
"1","£10,000","",1,"Viv","11/02/08",3
"4","£1,000","",1,"Viv","11/02/08",3
"8","£50,000","",1,"Viv","11/02/08",3
"6","£35,000","",1,"Viv","11/02/08",3
"17","£3,000","",1,"Viv","11/02/08",3
"Bankers offer","£1,000","No Deal",1,"Viv","11/02/08",3
"10","50p","",2,"Viv","11/02/08",3
"22","£750","",2,"Viv","11/02/08",3
"5","1p","",2,"Viv","11/02/08",3
"Bankers Offer","£10,000","No Deal",2,"Viv","11/02/08",3
"13","£1","",3,"Viv","11/02/08",3
"9","£250","",3,"Viv","11/02/08",3
"2","£100","",3,"Viv","11/02/08",3
"Bankers Offer","£17,000","No Deal",3,"Viv","11/02/08",3
"11","£500","",4,"Viv","11/02/08",3
"14","£75,000","",4,"Viv","11/02/08",3
"7","£5","",4,"Viv","11/02/08",3
"Bankers Offer","£19,000","No Deal",4,"Viv","11/02/08",3
"19","£100,000","",5,"Viv","11/02/08",3
"21","£50","",5,"Viv","11/02/08",3
"16","10p","",5,"Viv","11/02/08",3
"Bankers Offer","£26,000","No Deal",5,"Viv","11/02/08",3
"12","£250,000","£8,000 - No Deal",6,"Viv","11/02/08",3
"20","£15,000","",6,"Viv","11/02/08",3
"18","£20,000","",6,"Viv","11/02/08",3
"Bankers Offer","£1,500","No Deal",6,"Viv","11/02/08",3
"Contestants Box
      3","£5,000",NA,7,"Viv","11/02/08",3
"Remaining box - 15","£10",NA,7,"Viv","11/02/08",3
"Viv takes home","£5,000",NA,7,"Viv","11/02/08",3
"16","£50,000","",1,"Richie","12/02/08",3
"11","£250,000","",1,"Richie","12/02/08",3
"2","£50","",1,"Richie","12/02/08",3
"21","£3,000","",1,"Richie","12/02/08",3
"10","£15,000","",1,"Richie","12/02/08",3
"Bankers offer","£800","No Deal",1,"Richie","12/02/08",3
"13","£75,000","",2,"Richie","12/02/08",3
"20","£20,000","",2,"Richie","12/02/08",3
"12","£35,000","",2,"Richie","12/02/08",3
"Bankers Offer","£4.50","No Deal",2,"Richie","12/02/08",3
"7","1p","",3,"Richie","12/02/08",3
"9","£250","",3,"Richie","12/02/08",3
"22","£10","",3,"Richie","12/02/08",3
"Bankers Offer","£3,000","No Deal",3,"Richie","12/02/08",3
"15","£5","",4,"Richie","12/02/08",3
"4","£750","",4,"Richie","12/02/08",3
"14","£500","",4,"Richie","12/02/08",3
"Bankers Offer","£8,000","No Deal",4,"Richie","12/02/08",3
"5","50p","",5,"Richie","12/02/08",3
"19","10p","£16,000 - Deal",5,"Richie","12/02/08",3
"8","£1,000","",5,"Richie","12/02/08",3
"Bankers Offer","£21,000","",5,"Richie","12/02/08",3
"18","£10,000",NA,6,"Richie","12/02/08",3
"3","£100,000",NA,6,"Richie","12/02/08",3
"1","£5,000",NA,6,"Richie","12/02/08",3
"Bankers Offer","£4.49",NA,6,"Richie","12/02/08",3
"Contestants Box
      17","£100",NA,7,"Richie","12/02/08",3
"Remaining box - 6","£1",NA,7,"Richie","12/02/08",3
"Richie takes home","£16,000",NA,7,"Richie","12/02/08",3
"6","£50,000","",1,"Rachel","13/02/08",3
"15","£5,000","",1,"Rachel","13/02/08",3
"19","£100","",1,"Rachel","13/02/08",3
"7","£750","",1,"Rachel","13/02/08",3
"5","50p","",1,"Rachel","13/02/08",3
"Bankers offer","£7,500","No Deal",1,"Rachel","13/02/08",3
"10","£250","",2,"Rachel","13/02/08",3
"2","£50","",2,"Rachel","13/02/08",3
"20","1p","",2,"Rachel","13/02/08",3
"Bankers Offer","£15,000","No Deal",2,"Rachel","13/02/08",3
"18","£250,000","",3,"Rachel","13/02/08",3
"14","£3,000","",3,"Rachel","13/02/08",3
"8","10p","",3,"Rachel","13/02/08",3
"Bankers Offer","£10,000","No Deal",3,"Rachel","13/02/08",3
"13","£15,000","",4,"Rachel","13/02/08",3
"17","£1,000","",4,"Rachel","13/02/08",3
"9","£35,000","",4,"Rachel","13/02/08",3
"Bankers Offer","£12,500","No Deal",4,"Rachel","13/02/08",3
"12","£100,000","",5,"Rachel","13/02/08",3
"21","£75,000","",5,"Rachel","13/02/08",3
"22","£1","",5,"Rachel","13/02/08",3
"Bankers Offer","£2,500","No Deal",5,"Rachel","13/02/08",3
"4","£20,000","",6,"Rachel","13/02/08",3
"11","£10","£2,000 -  No Deal",6,"Rachel","13/02/08",3
"3","£500","",6,"Rachel","13/02/08",3
"Bankers Offer","£4,000","Deal",6,"Rachel","13/02/08",3
"Contestants Box
      1","£10,000",NA,7,"Rachel","13/02/08",3
"Remaining box - 16","£5",NA,7,"Rachel","13/02/08",3
"Rachel takes home","£4,000",NA,7,"Rachel","13/02/08",3
"11","£10,000","",1,"Bing","14/02/08",3
"12","£250","",1,"Bing","14/02/08",3
"22","£75,000","",1,"Bing","14/02/08",3
